"Age","CountryYear","Code","Year","Births","Exposure","ASFR","AgeGrLabel"
"15","SVK1950","SVK",1950,7970.89,152936.27,0.0521190297108724,"15-19"
"20","SVK1950","SVK",1950,32421.07,153320.78,0.211459072931927,"20-24"
"25","SVK1950","SVK",1950,31051.63,157282.73,0.19742555333316,"25-29"
"30","SVK1950","SVK",1950,12295.19,91510.38,0.134358419230693,"30-34"
"35","SVK1950","SVK",1950,11191.95,126345.51,0.0885820952402662,"35-39"
"40","SVK1950","SVK",1950,4351.52,125726.18,0.0346110889553791,"40-44"
"45","SVK1950","SVK",1950,380.19,113471.05,0.00335054624064905,"45-49"
"50","SVK1950","SVK",1950,35.3,99187.28,0.000355892408784675,"50-54"
"10","SVK1951","SVK",1951,39.08,88177.25,0.000443198217227233,"10-14"
"15","SVK1951","SVK",1951,8158.49,149626.31,0.0545257715705213,"15-19"
"20","SVK1951","SVK",1951,32785.32,154398.27,0.212342534667001,"20-24"
"25","SVK1951","SVK",1951,31359.29,157444.77,0.199176447715602,"25-29"
"30","SVK1951","SVK",1951,13962.97,103996.67,0.1342636259411,"30-34"
"35","SVK1951","SVK",1951,9765.96,117439.9,0.0831570871569203,"35-39"
"40","SVK1951","SVK",1951,4218.05,127628.84,0.0330493484074603,"40-44"
"45","SVK1951","SVK",1951,354.74,114274.02,0.00310429264674508,"45-49"
"50","SVK1951","SVK",1951,19.04,102419.75,0.000185901644946409,"50-54"
"10","SVK1952","SVK",1952,28.99,89726.89,0.00032309155037024,"10-14"
"15","SVK1952","SVK",1952,7853.99,147189.36,0.0533597673092675,"15-19"
"20","SVK1952","SVK",1952,32855.96,154310.82,0.212920649375073,"20-24"
"25","SVK1952","SVK",1952,30650,155870.73,0.19663730323198,"25-29"
"30","SVK1952","SVK",1952,16690.01,121863.74,0.136956325154636,"30-34"
"35","SVK1952","SVK",1952,8350.01,105085.91,0.0794588922530147,"35-39"
"40","SVK1952","SVK",1952,4019,129021.2,0.0311499195481053,"40-44"
"45","SVK1952","SVK",1952,353.01,115835.45,0.00304751265696296,"45-49"
"50","SVK1952","SVK",1952,23,104932.41,0.000219188713954059,"50-54"
"10","SVK1953","SVK",1953,45.01,91935.42,0.000489582796271557,"10-14"
"15","SVK1953","SVK",1953,7268.98,145022.37,0.0501231637574258,"15-19"
"20","SVK1953","SVK",1953,32361.81,154190.44,0.209882078292273,"20-24"
"25","SVK1953","SVK",1953,29345.99,153462.33,0.191226016182603,"25-29"
"30","SVK1953","SVK",1953,18912.13,140025.66,0.135061887942539,"30-34"
"35","SVK1953","SVK",1953,6813.86,92579.02,0.0736004766522696,"35-39"
"40","SVK1953","SVK",1953,3999.09,129851.54,0.0307974014016314,"40-44"
"45","SVK1953","SVK",1953,358.1,118204.84,0.00302948677905236,"45-49"
"50","SVK1953","SVK",1953,19,107330.29,0.000177023652875623,"50-54"
"10","SVK1954","SVK",1954,39,93314.75,0.000417940357767663,"10-14"
"15","SVK1954","SVK",1954,6627.29,144758.56,0.0457816795082792,"15-19"
"20","SVK1954","SVK",1954,32820.32,152714.22,0.214913319794319,"20-24"
"25","SVK1954","SVK",1954,28772.95,152305.47,0.188916064537932,"25-29"
"30","SVK1954","SVK",1954,19932.89,151791.31,0.131317728267844,"30-34"
"35","SVK1954","SVK",1954,6042.08,86079.2,0.0701921021570832,"35-39"
"40","SVK1954","SVK",1954,3728.29,129453.28,0.0288002745083014,"40-44"
"45","SVK1954","SVK",1954,335.11,121088.1,0.00276748912568617,"45-49"
"50","SVK1954","SVK",1954,12,109541.51,0.000109547513084309,"50-54"
"10","SVK1955","SVK",1955,17.03,93974.09,0.000181220163983498,"10-14"
"15","SVK1955","SVK",1955,6810.49,145929.82,0.0466696251663985,"15-19"
"20","SVK1955","SVK",1955,32814.53,150490.76,0.218050131449931,"20-24"
"25","SVK1955","SVK",1955,29027.72,152086.95,0.190862661129045,"25-29"
"30","SVK1955","SVK",1955,19985.8,156360.13,0.127819029058111,"30-34"
"35","SVK1955","SVK",1955,6680.29,89584.31,0.0745698660848088,"35-39"
"40","SVK1955","SVK",1955,3616.59,125491.84,0.0288193240293552,"40-44"
"45","SVK1955","SVK",1955,337.51,123782.3,0.00272664185428773,"45-49"
"50","SVK1955","SVK",1955,15.02,110756.11,0.000135613285804278,"50-54"
"10","SVK1956","SVK",1956,42.06,94892.05,0.000443240503287683,"10-14"
"15","SVK1956","SVK",1956,7340.41,148094.52,0.0495657097912873,"15-19"
"20","SVK1956","SVK",1956,33123.92,147022.28,0.225298641811296,"20-24"
"25","SVK1956","SVK",1956,28988.08,153120.13,0.189315931223413,"25-29"
"30","SVK1956","SVK",1956,19385.48,156707.04,0.123705227282705,"30-34"
"35","SVK1956","SVK",1956,7532.68,102498.37,0.073490729657457,"35-39"
"40","SVK1956","SVK",1956,2781.95,116536.72,0.0238718748905924,"40-44"
"45","SVK1956","SVK",1956,264.36,125646.77,0.00210399360047218,"45-49"
"50","SVK1956","SVK",1956,8.02,111669.62,0.0000718189960707308,"50-54"
"10","SVK1957","SVK",1957,20.04,96728.4,0.000207178036646941,"10-14"
"15","SVK1957","SVK",1957,7593.15,150663.39,0.0503981093217138,"15-19"
"20","SVK1957","SVK",1957,32193.45,144161.62,0.223314984945369,"20-24"
"25","SVK1957","SVK",1957,27953.46,153099.06,0.182584138661596,"25-29"
"30","SVK1957","SVK",1957,18355.05,155031.08,0.11839593712435,"30-34"
"35","SVK1957","SVK",1957,8707.52,120822.04,0.0720689701978215,"35-39"
"40","SVK1957","SVK",1957,2184.64,104120.13,0.0209819177137024,"40-44"
"45","SVK1957","SVK",1957,292.62,127153.2,0.00230131840960353,"45-49"
"50","SVK1957","SVK",1957,11.04,113203.03,0.0000975238913658053,"50-54"
"10","SVK1958","SVK",1958,35.03,97967.11,0.000357568984121304,"10-14"
"15","SVK1958","SVK",1958,7629.72,153442.54,0.0497236294446116,"15-19"
"20","SVK1958","SVK",1958,31331.49,141773.65,0.220996567415736,"20-24"
"25","SVK1958","SVK",1958,26657.01,152908.77,0.174332773718604,"25-29"
"30","SVK1958","SVK",1958,16848.66,152586.55,0.110420348320347,"30-34"
"35","SVK1958","SVK",1958,8937.71,139827.83,0.0639193928705037,"35-39"
"40","SVK1958","SVK",1958,1597.2,90917.62,0.017567551812289,"40-44"
"45","SVK1958","SVK",1958,230.17,128135.99,0.00179629470221442,"45-49"
"50","SVK1958","SVK",1958,5.01,115492.68,0.0000433793726147839,"50-54"
"10","SVK1959","SVK",1959,26.01,102027.58,0.0002549310686385,"10-14"
"15","SVK1959","SVK",1959,7671.74,156082.47,0.0491518362055649,"15-19"
"20","SVK1959","SVK",1959,31155.05,141680.11,0.219897133055586,"20-24"
"25","SVK1959","SVK",1959,24643.6,150962.66,0.163243016518124,"25-29"
"30","SVK1959","SVK",1959,14736.35,151432.35,0.0973130906308989,"30-34"
"35","SVK1959","SVK",1959,8221.87,151715.11,0.0541928223233665,"35-39"
"40","SVK1959","SVK",1959,1315.31,84003.76,0.0156577515101705,"40-44"
"45","SVK1959","SVK",1959,212.04,128096.96,0.00165530860373267,"45-49"
"50","SVK1959","SVK",1959,8.99,118491.24,0.0000758705875641102,"50-54"
"10","SVK1960","SVK",1960,24.01,107614.1,0.000223112027141425,"10-14"
"15","SVK1960","SVK",1960,7834.4,158801.95,0.049334406787826,"15-19"
"20","SVK1960","SVK",1960,32038.77,143145.91,0.22381896905053,"20-24"
"25","SVK1960","SVK",1960,24286.41,148397,0.163658362365816,"25-29"
"30","SVK1960","SVK",1960,14480.63,151241.93,0.0957448109793362,"30-34"
"35","SVK1960","SVK",1960,7974.46,155788.37,0.0511877747998776,"35-39"
"40","SVK1960","SVK",1960,1585.27,87643.07,0.0180877963311874,"40-44"
"45","SVK1960","SVK",1960,184.03,124433.75,0.00147893959637156,"45-49"
"50","SVK1960","SVK",1960,3.99,121328.77,0.0000328858522179035,"50-54"
"10","SVK1961","SVK",1961,25.01,114738.66,0.000217973610638297,"10-14"
"15","SVK1961","SVK",1961,7973.54,160224.68,0.0497647428598391,"15-19"
"20","SVK1961","SVK",1961,32341.28,145733.9,0.221920088599838,"20-24"
"25","SVK1961","SVK",1961,23391.54,144627.52,0.161736438542264,"25-29"
"30","SVK1961","SVK",1961,14262.78,152122.56,0.0937584800045437,"30-34"
"35","SVK1961","SVK",1961,7637.5,156162.37,0.0489074288511374,"35-39"
"40","SVK1961","SVK",1961,1615.32,100967.88,0.0159983551204601,"40-44"
"45","SVK1961","SVK",1961,107.02,115406.08,0.000927334157784408,"45-49"
"50","SVK1961","SVK",1961,5.01,123173.86,0.0000406742144802477,"50-54"
"10","SVK1962","SVK",1962,27,120168.72,0.000224684094163606,"10-14"
"15","SVK1962","SVK",1962,7726.18,164861.59,0.0468646456703469,"15-19"
"20","SVK1962","SVK",1962,32080.74,148590.2,0.215900779459211,"20-24"
"25","SVK1962","SVK",1962,22167.52,141413.29,0.156756978074692,"25-29"
"30","SVK1962","SVK",1962,13215.31,151991.58,0.0869476453893038,"30-34"
"35","SVK1962","SVK",1962,6750.16,154218.34,0.0437701508134506,"35-39"
"40","SVK1962","SVK",1962,1850.05,119623.72,0.0154655782314745,"40-44"
"45","SVK1962","SVK",1962,79,102942.34,0.000767419897391103,"45-49"
"50","SVK1962","SVK",1962,3.01,124688.23,0.0000241402095450389,"50-54"
"10","SVK1963","SVK",1963,25,125413.97,0.000199339834310324,"10-14"
"15","SVK1963","SVK",1963,8053.37,171521.43,0.0469525586394656,"15-19"
"20","SVK1963","SVK",1963,33142.5,151098.84,0.219343179603497,"20-24"
"25","SVK1963","SVK",1963,22799.05,138974.27,0.164052309826848,"25-29"
"30","SVK1963","SVK",1963,14051.65,151552.59,0.0927179799434639,"30-34"
"35","SVK1963","SVK",1963,7013.31,151604.2,0.0462606576862646,"35-39"
"40","SVK1963","SVK",1963,2006.09,138836.74,0.0144492732975436,"40-44"
"45","SVK1963","SVK",1963,65,89380.62,0.000727226998425386,"45-49"
"50","SVK1963","SVK",1963,2,125679.83,0.000015913452460908,"50-54"
"10","SVK1964","SVK",1964,36,130718.65,0.000275400640994992,"10-14"
"15","SVK1964","SVK",1964,7930.35,177821.74,0.0445971904222735,"15-19"
"20","SVK1964","SVK",1964,33315.54,153191.71,0.217476128440632,"20-24"
"25","SVK1964","SVK",1964,22696.07,138944.07,0.163346805660724,"25-29"
"30","SVK1964","SVK",1964,13870.63,149250.28,0.0929353700374968,"30-34"
"35","SVK1964","SVK",1964,6867.31,150229.06,0.0457122609966407,"35-39"
"40","SVK1964","SVK",1964,2091.09,150781.33,0.0138683615537812,"40-44"
"45","SVK1964","SVK",1964,68.99,82140.94,0.00083989786335535,"45-49"
"50","SVK1964","SVK",1964,2.01,125649.94,0.0000159968241926737,"50-54"
"10","SVK1965","SVK",1965,29.01,133932.5,0.000216601646351707,"10-14"
"15","SVK1965","SVK",1965,7616.89,185650.42,0.0410281323360324,"15-19"
"20","SVK1965","SVK",1965,32860.88,155098.72,0.211870736263974,"20-24"
"25","SVK1965","SVK",1965,22279.65,140220.73,0.158889844604289,"25-29"
"30","SVK1965","SVK",1965,12915.53,146570.63,0.0881181311699349,"30-34"
"35","SVK1965","SVK",1965,6487.77,149816,0.0433049207027287,"35-39"
"40","SVK1965","SVK",1965,1977.21,154401.53,0.012805637353464,"40-44"
"45","SVK1965","SVK",1965,88.01,85645.22,0.00102761134830409,"45-49"
"50","SVK1965","SVK",1965,2.01,122184.39,0.0000164505465878252,"50-54"
"10","SVK1966","SVK",1966,31,134428.61,0.000230605672408574,"10-14"
"15","SVK1966","SVK",1966,7945.77,197252.44,0.040282239347711,"15-19"
"20","SVK1966","SVK",1966,32412.17,155441.8,0.208516435090175,"20-24"
"25","SVK1966","SVK",1966,21583.1,142275.79,0.151699034670621,"25-29"
"30","SVK1966","SVK",1966,11758.14,142822.03,0.0823272152062255,"30-34"
"35","SVK1966","SVK",1966,5888.57,150471.96,0.0391340021090973,"35-39"
"40","SVK1966","SVK",1966,1725.17,154604.71,0.011158586306976,"40-44"
"45","SVK1966","SVK",1966,108.02,98592.33,0.0010956227528044,"45-49"
"50","SVK1966","SVK",1966,1.02,113300.56,0.00000900260334106027,"50-54"
"10","SVK1967","SVK",1967,31.01,135293.94,0.000229204648781756,"10-14"
"15","SVK1967","SVK",1967,8210.16,205756.52,0.0399023078345221,"15-19"
"20","SVK1967","SVK",1967,31516.45,159491.98,0.197605233818026,"20-24"
"25","SVK1967","SVK",1967,20260.88,144529.77,0.140184821438517,"25-29"
"30","SVK1967","SVK",1967,10465.49,139614.19,0.0749600739007976,"30-34"
"35","SVK1967","SVK",1967,5436.77,150074.54,0.0362271308644358,"35-39"
"40","SVK1967","SVK",1967,1505.22,152617.42,0.00986270112546785,"40-44"
"45","SVK1967","SVK",1967,107.02,116860.11,0.000915795817751669,"45-49"
"50","SVK1967","SVK",1967,4.01,101166,0.0000396378229840065,"50-54"
"10","SVK1968","SVK",1968,27.01,136406.94,0.000198010453133836,"10-14"
"15","SVK1968","SVK",1968,8277.17,212186.23,0.0390089875294924,"15-19"
"20","SVK1968","SVK",1968,32248.63,166102.56,0.194148904146932,"20-24"
"25","SVK1968","SVK",1968,19599.82,146630.95,0.133667687483441,"25-29"
"30","SVK1968","SVK",1968,9801.4,136996.45,0.0715449195946318,"30-34"
"35","SVK1968","SVK",1968,4926.72,149414.91,0.0329734161068664,"35-39"
"40","SVK1968","SVK",1968,1388.19,149861.24,0.00926316904891485,"40-44"
"45","SVK1968","SVK",1968,101,135922.33,0.000743071429102194,"45-49"
"50","SVK1968","SVK",1968,0,87824.56,0,"50-54"
"10","SVK1969","SVK",1969,32,137082.06,0.000233436818793065,"10-14"
"15","SVK1969","SVK",1969,9030.25,218082.49,0.0414074967687686,"15-19"
"20","SVK1969","SVK",1969,34227.91,172481.72,0.198443695946446,"20-24"
"25","SVK1969","SVK",1969,20680.52,148340.88,0.139412143166469,"25-29"
"30","SVK1969","SVK",1969,9676.24,136523.73,0.0708758836284359,"30-34"
"35","SVK1969","SVK",1969,4740.08,147195.07,0.0322027089630108,"35-39"
"40","SVK1969","SVK",1969,1279.03,148248.47,0.00862761011968623,"40-44"
"45","SVK1969","SVK",1969,101,148300.72,0.000681048615273075,"45-49"
"50","SVK1969","SVK",1969,2.01,80184.38,0.0000250672263101617,"50-54"
"10","SVK1970","SVK",1970,37,135703.73,0.000272652785594029,"10-14"
"15","SVK1970","SVK",1970,8731.1,222546.08,0.0392327737248843,"15-19"
"20","SVK1970","SVK",1970,35840.41,180450.68,0.198616098315617,"20-24"
"25","SVK1970","SVK",1970,20668.26,149956.66,0.137828223167947,"25-29"
"30","SVK1970","SVK",1970,9759.12,137247.94,0.0711057666876457,"30-34"
"35","SVK1970","SVK",1970,4309.05,144628.13,0.0297939965067653,"35-39"
"40","SVK1970","SVK",1970,1229,147704.04,0.00832069319160126,"40-44"
"45","SVK1970","SVK",1970,91.01,152128.21,0.000598245387886967,"45-49"
"50","SVK1970","SVK",1970,1,83125.49,0.0000120300042742605,"50-54"
"10","SVK1971","SVK",1971,23,131034.47,0.000175526332880196,"10-14"
"15","SVK1971","SVK",1971,8762.11,224505.37,0.0390285096521299,"15-19"
"20","SVK1971","SVK",1971,37803.43,192640.01,0.196238725278305,"20-24"
"25","SVK1971","SVK",1971,21178.25,150607.53,0.140618799073327,"25-29"
"30","SVK1971","SVK",1971,9810.12,139069.52,0.0705411221668127,"30-34"
"35","SVK1971","SVK",1971,4225.04,140939.39,0.029977708857687,"35-39"
"40","SVK1971","SVK",1971,1195.01,148410.12,0.00805207892831028,"40-44"
"45","SVK1971","SVK",1971,64.01,152227.94,0.000420487855251802,"45-49"
"50","SVK1971","SVK",1971,1.01,95722.05,0.0000105513828840899,"50-54"
"10","SVK1972","SVK",1972,25,126153.04,0.000198171998074719,"10-14"
"15","SVK1972","SVK",1972,9121.22,224906.47,0.0405556140737081,"15-19"
"20","SVK1972","SVK",1972,40468.96,202087.39,0.200254751174727,"20-24"
"25","SVK1972","SVK",1972,22616.52,155419.03,0.145519631669301,"25-29"
"30","SVK1972","SVK",1972,10198.23,141551.98,0.0720458307965738,"30-34"
"35","SVK1972","SVK",1972,4173.1,137890.92,0.0302637766141527,"35-39"
"40","SVK1972","SVK",1972,1132.02,148064.46,0.00764545387866879,"40-44"
"45","SVK1972","SVK",1972,59.01,150359.14,0.000392460345277314,"45-49"
"50","SVK1972","SVK",1972,0,113785.56,0,"50-54"
"10","SVK1973","SVK",1973,26,122844.71,0.000211649325396267,"10-14"
"15","SVK1973","SVK",1973,8925,223878.37,0.039865396554388,"15-19"
"20","SVK1973","SVK",1973,43152,209026.24,0.206442980555934,"20-24"
"25","SVK1973","SVK",1973,25238,162818.41,0.155007041279914,"25-29"
"30","SVK1973","SVK",1973,10422,144116.04,0.0723167247726207,"30-34"
"35","SVK1973","SVK",1973,3974,135478.01,0.0293331737010309,"35-39"
"40","SVK1973","SVK",1973,1146,147472.2,0.0077709561530919,"40-44"
"45","SVK1973","SVK",1973,69.01,147624.62,0.000467469450556418,"45-49"
"50","SVK1973","SVK",1973,1,132823.72,0.0000075287757337319,"50-54"
"10","SVK1974","SVK",1974,25,121497.1,0.000205766228165117,"10-14"
"15","SVK1974","SVK",1974,9850.1,220307.93,0.0447106012025986,"15-19"
"20","SVK1974","SVK",1974,45701.45,214959.67,0.212604764419298,"20-24"
"25","SVK1974","SVK",1974,26323.25,169966.63,0.154873047727074,"25-29"
"30","SVK1974","SVK",1974,10635.12,146449.16,0.0726198770959151,"30-34"
"35","SVK1974","SVK",1974,3965.06,135222.41,0.0293225065283188,"35-39"
"40","SVK1974","SVK",1974,1013.01,145481.41,0.00696315769829286,"40-44"
"45","SVK1974","SVK",1974,67.98,146107.18,0.00046527487560844,"45-49"
"50","SVK1974","SVK",1974,4.01,145064.48,0.0000276428799110575,"50-54"
"10","SVK1975","SVK",1975,26.01,120355.48,0.000216109810704091,"10-14"
"15","SVK1975","SVK",1975,10065.2,215310.15,0.04674744780959,"15-19"
"20","SVK1975","SVK",1975,45667.94,219095.31,0.208438692731488,"20-24"
"25","SVK1975","SVK",1975,27085.54,178660.82,0.151603132684603,"25-29"
"30","SVK1975","SVK",1975,10155.22,148726,0.0682814033860925,"30-34"
"35","SVK1975","SVK",1975,3706.08,136312.76,0.0271880636853072,"35-39"
"40","SVK1975","SVK",1975,888.01,143129.21,0.00620425418403413,"40-44"
"45","SVK1975","SVK",1975,52,145741.85,0.000356795251329663,"45-49"
"50","SVK1975","SVK",1975,3.01,148864.69,0.0000202197042159561,"50-54"
"10","SVK1976","SVK",1976,20,120000.66,0.000166665750005042,"10-14"
"15","SVK1976","SVK",1976,10175.11,210397.49,0.0483613659079298,"15-19"
"20","SVK1976","SVK",1976,46477.09,220848.69,0.210447659888768,"20-24"
"25","SVK1976","SVK",1976,28385.13,190841.92,0.148736346815207,"25-29"
"30","SVK1976","SVK",1976,10270.12,149685.63,0.0686112621498804,"30-34"
"35","SVK1976","SVK",1976,3600.39,138452.39,0.0260045348440717,"35-39"
"40","SVK1976","SVK",1976,825.11,139557.44,0.00591233258506318,"40-44"
"45","SVK1976","SVK",1976,56.99,146491.07,0.000389033952718074,"45-49"
"50","SVK1976","SVK",1976,4,149029.95,0.0000268402425150112,"50-54"
"10","SVK1977","SVK",1977,33,119934.12,0.000275151057930804,"10-14"
"15","SVK1977","SVK",1977,9837.29,205304.07,0.047915708636463,"15-19"
"20","SVK1977","SVK",1977,46241.06,221241.93,0.209006764676117,"20-24"
"25","SVK1977","SVK",1977,29271.83,199757.85,0.1465365691511,"25-29"
"30","SVK1977","SVK",1977,9887.29,154388.59,0.0640415849383688,"30-34"
"35","SVK1977","SVK",1977,3457.45,140954.39,0.0245288564620087,"35-39"
"40","SVK1977","SVK",1977,753.09,136585.59,0.00551368559450525,"40-44"
"45","SVK1977","SVK",1977,49.01,146145.36,0.000335351050488363,"45-49"
"50","SVK1977","SVK",1977,2.99,147174.66,0.000020315997332693,"50-54"
"10","SVK1978","SVK",1978,18,119127.91,0.000151098092797901,"10-14"
"15","SVK1978","SVK",1978,9902,200974.98,0.0492698145808996,"15-19"
"20","SVK1978","SVK",1978,46567,220281.91,0.21139729540206,"20-24"
"25","SVK1978","SVK",1978,29363,206220.77,0.142386239756548,"25-29"
"30","SVK1978","SVK",1978,10279,161649.41,0.0635882308509508,"30-34"
"35","SVK1978","SVK",1978,3319,143418.62,0.0231420438991813,"35-39"
"40","SVK1978","SVK",1978,693,134292.02,0.00516039597885265,"40-44"
"45","SVK1978","SVK",1978,49,145539,0.000336679515456338,"45-49"
"50","SVK1978","SVK",1978,2.99,144520.96,0.0000206890405377877,"50-54"
"10","SVK1979","SVK",1979,22.01,115628.88,0.000190350369215718,"10-14"
"15","SVK1979","SVK",1979,9822.81,200563.57,0.0489760428576336,"15-19"
"20","SVK1979","SVK",1979,46450.74,216956.09,0.214102033273184,"20-24"
"25","SVK1979","SVK",1979,29886.4,211734.18,0.141150569076755,"25-29"
"30","SVK1979","SVK",1979,10414.84,168647.76,0.0617549856576808,"30-34"
"35","SVK1979","SVK",1979,3030.25,145640.17,0.02080641625178,"35-39"
"40","SVK1979","SVK",1979,565.04,134117.1,0.00421303472860657,"40-44"
"45","SVK1979","SVK",1979,46,143532.76,0.000320484327062338,"45-49"
"50","SVK1979","SVK",1979,2,143079.89,0.0000139782047637862,"50-54"
"10","SVK1980","SVK",1980,26,111554.06,0.000233070853718816,"10-14"
"15","SVK1980","SVK",1980,9658.91,200125.02,0.0482643799361019,"15-19"
"20","SVK1980","SVK",1980,43784.14,212330.84,0.206207162369819,"20-24"
"25","SVK1980","SVK",1980,28351.68,215545.59,0.131534493468412,"25-29"
"30","SVK1980","SVK",1980,9876.93,177180.61,0.0557449824786132,"30-34"
"35","SVK1980","SVK",1980,2785.27,147765.29,0.018849284564731,"35-39"
"40","SVK1980","SVK",1980,582.05,135259.41,0.004303212619366,"40-44"
"45","SVK1980","SVK",1980,32.01,141155.91,0.000226770526292523,"45-49"
"50","SVK1980","SVK",1980,3.01,142806.42,0.0000210774837713879,"50-54"
"10","SVK1981","SVK",1981,22.01,109567.74,0.000200880295605258,"10-14"
"15","SVK1981","SVK",1981,9154.47,197738.8,0.0462957699753412,"15-19"
"20","SVK1981","SVK",1981,41847.74,207810.75,0.201374279242051,"20-24"
"25","SVK1981","SVK",1981,28252.55,217340.62,0.129992037383532,"25-29"
"30","SVK1981","SVK",1981,10576.71,189009.33,0.055958666167432,"30-34"
"35","SVK1981","SVK",1981,2877.47,148571.22,0.0193676137276116,"35-39"
"40","SVK1981","SVK",1981,524.09,137452.25,0.00381288774829077,"40-44"
"45","SVK1981","SVK",1981,34.01,137623.72,0.000247123097675314,"45-49"
"50","SVK1981","SVK",1981,1,143480.28,0.00000696959888843261,"50-54"
"10","SVK1982","SVK",1982,19.01,109886.11,0.000172997296928611,"10-14"
"15","SVK1982","SVK",1982,9432.13,194605.09,0.0484680539445294,"15-19"
"20","SVK1982","SVK",1982,41288.34,202917.11,0.203473920952255,"20-24"
"25","SVK1982","SVK",1982,27883.31,218041.58,0.127880700552619,"25-29"
"30","SVK1982","SVK",1982,10715.43,197566.52,0.0542370741763331,"30-34"
"35","SVK1982","SVK",1982,2760.63,153185.97,0.0180214284637164,"35-39"
"40","SVK1982","SVK",1982,494.11,139915.9,0.00353147855247331,"40-44"
"45","SVK1982","SVK",1982,24.01,134733,0.000178204300357002,"45-49"
"50","SVK1982","SVK",1982,1.01,143127.26,0.0000070566571315625,"50-54"
"10","SVK1983","SVK",1983,21.01,112499.2,0.000186756883604506,"10-14"
"15","SVK1983","SVK",1983,9674.32,190776.64,0.0507101917719067,"15-19"
"20","SVK1983","SVK",1983,40310.62,198600.85,0.202973048705481,"20-24"
"25","SVK1983","SVK",1983,27541.58,217337.47,0.126722649343438,"25-29"
"30","SVK1983","SVK",1983,11022.64,203880.61,0.0540641898216805,"30-34"
"35","SVK1983","SVK",1983,2996.71,160341.85,0.0186895062019055,"35-39"
"40","SVK1983","SVK",1983,456.12,142225.26,0.00320702524994505,"40-44"
"45","SVK1983","SVK",1983,29,132501.86,0.000218864852161321,"45-49"
"50","SVK1983","SVK",1983,1.01,142590.74,0.00000708320890963887,"50-54"
"10","SVK1984","SVK",1984,26,115675.38,0.000224766929661264,"10-14"
"15","SVK1984","SVK",1984,9668.42,186675.27,0.0517927200533847,"15-19"
"20","SVK1984","SVK",1984,40040.77,198017.24,0.202208504673633,"20-24"
"25","SVK1984","SVK",1984,26721.17,214253.39,0.124717606568559,"25-29"
"30","SVK1984","SVK",1984,10968.49,209395.93,0.0523815816286401,"30-34"
"35","SVK1984","SVK",1984,2928.14,167243.09,0.0175082868894613,"35-39"
"40","SVK1984","SVK",1984,456.02,144288.79,0.00316046728231625,"40-44"
"45","SVK1984","SVK",1984,32.02,132371.1,0.000241895700798739,"45-49"
"50","SVK1984","SVK",1984,2,140561.4,0.0000142286573696619,"50-54"
"10","SVK1985","SVK",1985,22.01,121084,0.00018177463579003,"10-14"
"15","SVK1985","SVK",1985,9608.7,184217.74,0.0521594717208017,"15-19"
"20","SVK1985","SVK",1985,40141.15,197282.57,0.203470331920352,"20-24"
"25","SVK1985","SVK",1985,25842.59,209683.71,0.123245577827672,"25-29"
"30","SVK1985","SVK",1985,10977.94,213374.18,0.0514492428277873,"30-34"
"35","SVK1985","SVK",1985,3135.56,175633.58,0.0178528502351316,"35-39"
"40","SVK1985","SVK",1985,411.07,146321.11,0.00280936906506518,"40-44"
"45","SVK1985","SVK",1985,16,133478.54,0.000119869456168759,"45-49"
"50","SVK1985","SVK",1985,0,138160.56,0,"50-54"
"10","SVK1986","SVK",1986,17,127610.76,0.000133217606415008,"10-14"
"15","SVK1986","SVK",1986,9363,184099.27,0.0508584308889438,"15-19"
"20","SVK1986","SVK",1986,38502,194845,0.197603223074752,"20-24"
"25","SVK1986","SVK",1986,24983,205012.84,0.121860660044512,"25-29"
"30","SVK1986","SVK",1986,10716,215257.87,0.0497821519835721,"30-34"
"35","SVK1986","SVK",1986,3131,187249.06,0.0167210452218024,"35-39"
"40","SVK1986","SVK",1986,407,147084.7,0.00276711309877914,"40-44"
"45","SVK1986","SVK",1986,19.01,135571.15,0.000140221573690273,"45-49"
"50","SVK1986","SVK",1986,0,134721.3,0,"50-54"
"10","SVK1987","SVK",1987,30.01,133825.51,0.000224247230591537,"10-14"
"15","SVK1987","SVK",1987,9455,186986.37,0.0505651829061124,"15-19"
"20","SVK1987","SVK",1987,36947,191910.33,0.192522205552979,"20-24"
"25","SVK1987","SVK",1987,23731,199970.99,0.118672213404554,"25-29"
"30","SVK1987","SVK",1987,10270,215821.11,0.0475857065140662,"30-34"
"35","SVK1987","SVK",1987,3145,195642.81,0.0160752138041771,"35-39"
"40","SVK1987","SVK",1987,411,151600.65,0.00271107017021365,"40-44"
"45","SVK1987","SVK",1987,17,137904.11,0.000123274063405362,"45-49"
"50","SVK1987","SVK",1987,0,131880.3,0,"50-54"
"10","SVK1988","SVK",1988,32.01,137412.72,0.000232947866835035,"10-14"
"15","SVK1988","SVK",1988,9445,194210.59,0.0486327753805804,"15-19"
"20","SVK1988","SVK",1988,36091,188346,0.191620740551963,"20-24"
"25","SVK1988","SVK",1988,23662,195547.43,0.121003891485559,"25-29"
"30","SVK1988","SVK",1988,10344,214892.79,0.0481356307952445,"30-34"
"35","SVK1988","SVK",1988,3232,201821,0.0160141907928313,"35-39"
"40","SVK1988","SVK",1988,415,158655.19,0.00261573541968592,"40-44"
"45","SVK1988","SVK",1988,21,140112.09,0.000149879999648853,"45-49"
"50","SVK1988","SVK",1988,0,129679.47,0,"50-54"
